time [s], mxb, myb, mzb, sxb, syb, szb
4.520000e+01, -8.814112e-02, 4.095949e-02, -9.952655e-01, -9.894281e-01, -1.222677e-01, 7.799083e-02
4.530000e+01, 1.144222e-01, -5.407089e-02, -9.919596e-01, -9.768532e-01, 1.748533e-01, -1.232242e-01
4.540000e+01, 2.594777e-01, -2.186726e-01, -9.406666e-01, -8.386287e-01, 4.268515e-01, -3.383782e-01
4.550000e+01, 3.415833e-01, -3.971781e-01, -8.518042e-01, -5.953117e-01, 6.005533e-01, -5.337975e-01
4.560000e+01, 3.571517e-01, -5.759086e-01, -7.353720e-01, -2.775426e-01, 6.706464e-01, -6.878979e-01
4.570000e+01, 2.886216e-01, -7.521931e-01, -5.923708e-01, 6.741047e-02, 6.293587e-01, -7.741857e-01
4.580000e+01, 1.413068e-01, -8.671192e-01, -4.776365e-01, 3.935592e-01, 4.803590e-01, -7.838153e-01
4.590000e+01, -4.389956e-02, -9.248390e-01, -3.778168e-01, 6.547139e-01, 2.452180e-01, -7.149950e-01
46, -2.525918e-01, -9.186783e-01, -3.036900e-01, 8.163749e-01, -4.284688e-02, -5.759307e-01
4.610000e+01, -4.629876e-01, -8.367120e-01, -2.924986e-01, 8.545077e-01, -3.460792e-01, -3.873574e-01
4.620000e+01, -6.361755e-01, -6.992446e-01, -3.260947e-01, 7.644057e-01, -6.206405e-01, -1.746119e-01
4.630000e+01, -7.534047e-01, -5.204397e-01, -4.019003e-01, 5.596515e-01, -8.281509e-01, 3.092418e-02
4.640000e+01, -7.867148e-01, -3.405836e-01, -5.148618e-01, 2.674792e-01, -9.414409e-01, 2.052896e-01
4.650000e+01, -7.575966e-01, -1.596216e-01, -6.329047e-01, -7.284474e-02, -9.444529e-01, 3.204722e-01
4.660000e+01, -6.402964e-01, -3.228701e-02, -7.674491e-01, -4.114476e-01, -8.365134e-01, 3.618786e-01
4.670000e+01, -4.741392e-01, 6.954744e-02, -8.776988e-01, -7.045717e-01, -6.321204e-01, 3.224943e-01
4.680000e+01, -2.636422e-01, 8.022570e-02, -9.612786e-01, -9.090383e-01, -3.598979e-01, 2.100545e-01
4.690000e+01, -5.230728e-02, 2.734686e-02, -9.982565e-01, -9.976047e-01, -5.809722e-02, 3.754480e-02
47, 1.466557e-01, -8.168857e-02, -9.858088e-01, -9.581725e-01, 2.312892e-01, -1.685550e-01
4.710000e+01, 2.879319e-01, -2.480787e-01, -9.249606e-01, -7.960497e-01, 4.698979e-01, -3.814457e-01
4.720000e+01, 3.550343e-01, -4.436121e-01, -8.228967e-01, -5.335251e-01, 6.249165e-01, -5.699389e-01
4.730000e+01, 3.453295e-01, -6.192740e-01, -7.051576e-01, -2.082454e-01, 6.717573e-01, -7.108980e-01
4.740000e+01, 2.648698e-01, -7.767838e-01, -5.713588e-01, 1.379759e-01, 6.060788e-01, -7.833461e-01
4.750000e+01, 1.055602e-01, -8.862758e-01, -4.509680e-01, 4.545832e-01, 4.382040e-01, -7.754556e-01
4.760000e+01, -9.251200e-02, -9.320327e-01, -3.503664e-01, 6.970915e-01, 1.878480e-01, -6.919368e-01
4.770000e+01, -3.032649e-01, -9.023946e-01, -3.061281e-01, 8.345052e-01, -1.060059e-01, -5.407068e-01
4.780000e+01, -4.974368e-01, -8.172968e-01, -2.908309e-01, 8.458271e-01, -4.062915e-01, -3.456933e-01
4.790000e+01, -6.660420e-01, -6.649764e-01, -3.379266e-01, 7.304081e-01, -6.703997e-01, -1.306457e-01
48, -7.711774e-01, -4.844896e-01, -4.129834e-01, 5.050620e-01, -8.600310e-01, 7.251906e-02
4.810000e+01, -7.875950e-01, -3.032120e-01, -5.364295e-01, 1.986693e-01, -9.517677e-01, 2.338134e-01
4.820000e+01, -7.371802e-01, -1.206246e-01, -6.648421e-01, -1.453003e-01, -9.311460e-01, 3.344471e-01
4.830000e+01, -6.009452e-01, 4.337430e-03, -7.992784e-01, -4.786179e-01, -8.012895e-01, 3.589709e-01
4.840000e+01, -4.196345e-01, 6.908664e-02, -9.050602e-01, -7.554323e-01, -5.798853e-01, 3.050493e-01
4.850000e+01, -2.074571e-01, 6.872689e-02, -9.758269e-01, -9.374742e-01, -2.992510e-01, 1.777382e-01
4.860000e+01, -1.150428e-02, 1.116041e-02, -9.998715e-01, -9.999886e-01, 3.839119e-03, -2.823176e-03
4.870000e+01, 1.808423e-01, -1.148388e-01, -9.767846e-01, -9.343784e-01, 2.862881e-01, -2.120756e-01
4.880000e+01, 3.047123e-01, -2.844069e-01, -9.089902e-01, -7.484325e-01, 5.102539e-01, -4.236624e-01
4.890000e+01, 3.646524e-01, -4.720377e-01, -8.026264e-01, -4.696409e-01, 6.435715e-01, -6.043618e-01
49, 3.298985e-01, -6.613923e-01, -6.735928e-01, -1.354199e-01, 6.676514e-01, -7.320540e-01
4.910000e+01, 2.310920e-01, -8.063409e-01, -5.444362e-01, 2.067877e-01, 5.800396e-01, -7.879041e-01
4.920000e+01, 7.733867e-02, -8.995479e-01, -4.299213e-01, 5.112780e-01, 3.921248e-01, -7.647438e-01
4.930000e+01, -1.384366e-01, -9.320899e-01, -3.347292e-01, 7.355900e-01, 1.302171e-01, -6.647938e-01
4.940000e+01, -3.432114e-01, -8.906403e-01, -2.982712e-01, 8.471224e-01, -1.696394e-01, -5.035931e-01
4.950000e+01, -5.359123e-01, -7.895742e-01, -2.989490e-01, 8.320326e-01, -4.659946e-01, -3.009499e-01
4.960000e+01, -6.873632e-01, -6.317186e-01, -3.584179e-01, 6.918077e-01, -7.167639e-01, -8.747355e-02
4.970000e+01, -7.797397e-01, -4.470069e-01, -4.383957e-01, 4.461586e-01, -8.882909e-01, 1.090036e-01
4.980000e+01, -7.900117e-01, -2.547539e-01, -5.576576e-01, 1.285542e-01, -9.569013e-01, 2.604108e-01
4.990000e+01, -7.186172e-01, -9.753129e-02, -6.885325e-01, -2.160674e-01, -9.126650e-01, 3.469256e-01
50, -5.776326e-01, 2.636197e-02, -8.158711e-01, -5.412103e-01, -7.623944e-01, 3.547482e-01
5.010000e+01, -3.763457e-01, 8.381101e-02, -9.226807e-01, -8.019686e-01, -5.251553e-01, 2.847073e-01
5.020000e+01, -1.686515e-01, 6.200252e-02, -9.837237e-01, -9.608240e-01, -2.361552e-01, 1.450788e-01
5.030000e+01, 3.052465e-02, -2.258306e-02, -9.992789e-01, -9.968204e-01, 6.620179e-02, -4.434497e-02
5.040000e+01, 2.106522e-01, -1.579977e-01, -9.647085e-01, -9.049199e-01, 3.391717e-01, -2.570654e-01
5.050000e+01, 3.231291e-01, -3.304279e-01, -8.867948e-01, -6.970070e-01, 5.459635e-01, -4.648710e-01
5.060000e+01, 3.488224e-01, -5.193501e-01, -7.801272e-01, -4.036099e-01, 6.570975e-01, -6.366489e-01
5.070000e+01, 3.225541e-01, -6.946747e-01, -6.429510e-01, -6.324343e-02, 6.583668e-01, -7.500356e-01
5.080000e+01, 2.016373e-01, -8.326572e-01, -5.157756e-01, 2.758039e-01, 5.478187e-01, -7.898272e-01
5.090000e+01, 2.920436e-02, -9.124407e-01, -4.081655e-01, 5.663860e-01, 3.421277e-01, -7.497703e-01
51, -1.721770e-01, -9.302480e-01, -3.240272e-01, 7.685547e-01, 6.924247e-02, -6.360261e-01
5.110000e+01, -3.947302e-01, -8.750900e-01, -2.800098e-01, 8.549009e-01, -2.324491e-01, -4.638015e-01
5.120000e+01, -5.749142e-01, -7.596071e-01, -3.040899e-01, 8.125897e-01, -5.228669e-01, -2.575038e-01
5.130000e+01, -7.164520e-01, -6.001042e-01, -3.557689e-01, 6.490035e-01, -7.595129e-01, -4.398435e-02
5.140000e+01, -7.878877e-01, -4.057169e-01, -4.632783e-01, 3.845300e-01, -9.114891e-01, 1.460285e-01
5.150000e+01, -7.815648e-01, -2.237805e-01, -5.823047e-01, 5.791748e-02, -9.570336e-01, 2.841342e-01
5.160000e+01, -6.852598e-01, -5.631012e-02, -7.261186e-01, -2.870877e-01, -8.897438e-01, 3.548755e-01
5.170000e+01, -5.363117e-01, 4.708458e-02, -8.427056e-01, -6.028554e-01, -7.185266e-01, 3.468212e-01
5.180000e+01, -3.427414e-01, 8.215036e-02, -9.358310e-01, -8.443043e-01, -4.680339e-01, 2.609490e-01
5.190000e+01, -1.333981e-01, 4.847072e-02, -9.898765e-01, -9.789901e-01, -1.727311e-01, 1.083622e-01
52, 7.895960e-02, -4.379613e-02, -9.959153e-01, -9.881477e-01, 1.261726e-01, -8.743293e-02
5.210000e+01, 2.445445e-01, -1.812862e-01, -9.525404e-01, -8.708670e-01, 3.884885e-01, -3.011101e-01
5.220000e+01, 3.322324e-01, -3.612676e-01, -8.712677e-01, -6.427791e-01, 5.775238e-01, -5.032905e-01
5.230000e+01, 3.617207e-01, -5.546073e-01, -7.493790e-01, -3.353180e-01, 6.673538e-01, -6.649817e-01
5.240000e+01, 3.068727e-01, -7.246661e-01, -6.169993e-01, 8.130004e-03, 6.442777e-01, -7.647484e-01
5.250000e+01, 1.771939e-01, -8.512585e-01, -4.939244e-01, 3.409820e-01, 5.123435e-01, -7.881849e-01
5.260000e+01, -2.012648e-03, -9.195468e-01, -3.929753e-01, 6.168407e-01, 2.892249e-01, -7.320222e-01
5.270000e+01, -2.278980e-01, -9.224903e-01, -3.115674e-01, 7.963688e-01, 7.217067e-03, -6.047683e-01
5.280000e+01, -4.280510e-01, -8.546022e-01, -2.939855e-01, 8.570258e-01, -2.959645e-01, -4.217959e-01
5.290000e+01, -6.072450e-01, -7.310780e-01, -3.110924e-01, 7.886828e-01, -5.768317e-01, -2.127077e-01
53, -7.371838e-01, -5.575289e-01, -3.817350e-01, 6.013103e-01, -7.990145e-01, -1.359057e-03
5.310000e+01, -7.870285e-01, -3.751310e-01, -4.897579e-01, 3.214274e-01, -9.299164e-01, 1.787176e-01
5.320000e+01, -7.632748e-01, -1.822126e-01, -6.198468e-01, -1.305316e-02, -9.521302e-01, 3.054140e-01
5.330000e+01, -6.614402e-01, -4.725379e-02, -7.485078e-01, -3.562627e-01, -8.624067e-01, 3.596270e-01
5.340000e+01, -5.048771e-01, 5.266619e-02, -8.615831e-01, -6.597600e-01, -6.729629e-01, 3.344214e-01
5.350000e+01, -2.991398e-01, 7.764715e-02, -9.510449e-01, -8.820672e-01, -4.093579e-01, 2.332027e-01
5.360000e+01, -7.431816e-02, 3.400214e-02, -9.966547e-01, -9.914663e-01, -1.095222e-01, 7.070738e-02
5.370000e+01, 1.204417e-01, -7.374528e-02, -9.899775e-01, -9.737239e-01, 1.855277e-01, -1.320649e-01
5.380000e+01, 2.670780e-01, -2.278510e-01, -9.363510e-01, -8.309076e-01, 4.357898e-01, -3.459476e-01
5.390000e+01, 3.480082e-01, -4.085586e-01, -8.437832e-01, -5.839827e-01, 6.053984e-01, -5.407929e-01
54, 3.532710e-01, -5.925395e-01, -7.239451e-01, -2.651951e-01, 6.718795e-01, -6.915558e-01
5.410000e+01, 2.849712e-01, -7.532657e-01, -5.927750e-01, 8.033963e-02, 6.254158e-01, -7.761447e-01
5.420000e+01, 1.385185e-01, -8.722738e-01, -4.689894e-01, 4.042860e-01, 4.721227e-01, -7.833601e-01
5.430000e+01, -5.971696e-02, -9.288704e-01, -3.655593e-01, 6.631083e-01, 2.346203e-01, -7.108028e-01
5.440000e+01, -2.635078e-01, -9.127261e-01, -3.122413e-01, 8.195966e-01, -5.444351e-02, -5.703484e-01
5.450000e+01, -4.657796e-01, -8.357613e-01, -2.907791e-01, 8.532604e-01, -3.563845e-01, -3.807058e-01
5.460000e+01, -6.443554e-01, -6.906580e-01, -3.283255e-01, 7.585617e-01, -6.297003e-01, -1.675163e-01
5.470000e+01, -7.572850e-01, -5.160500e-01, -4.002647e-01, 5.500382e-01, -8.341871e-01, 3.987290e-02
5.480000e+01, -7.914741e-01, -3.208276e-01, -5.202291e-01, 2.543957e-01, -9.440461e-01, 2.099043e-01
5.490000e+01, -7.442134e-01, -1.515781e-01, -6.505156e-01, -8.552864e-02, -9.422848e-01, 3.237040e-01
55, -6.401122e-01, -1.849853e-02, -7.680587e-01, -4.246756e-01, -8.301453e-01, 3.612608e-01
5.510000e+01, -4.528799e-01, 6.391570e-02, -8.892776e-01, -7.134947e-01, -6.232817e-01, 3.200707e-01
5.520000e+01, -2.436350e-01, 8.352673e-02, -9.662636e-01, -9.147260e-01, -3.486409e-01, 2.042689e-01
5.530000e+01, -4.470570e-02, 2.820567e-02, -9.986019e-01, -9.983873e-01, -4.716888e-02, 3.158797e-02
5.540000e+01, 1.442321e-01, -8.918615e-02, -9.855166e-01, -9.540986e-01, 2.417614e-01, -1.767689e-01
5.550000e+01, 2.803215e-01, -2.578676e-01, -9.246211e-01, -7.882032e-01, 4.773332e-01, -3.884440e-01
5.560000e+01, 3.508030e-01, -4.382043e-01, -8.275954e-01, -5.226919e-01, 6.279342e-01, -5.766210e-01
5.570000e+01, 3.470023e-01, -6.268635e-01, -6.975899e-01, -1.936943e-01, 6.715598e-01, -7.151852e-01
5.580000e+01, 2.536465e-01, -7.870003e-01, -5.624003e-01, 1.499874e-01, 6.017989e-01, -7.844373e-01
5.590000e+01, 1.079974e-01, -8.918210e-01, -4.393084e-01, 4.641556e-01, 4.295447e-01, -7.746296e-01
56, -9.121428e-02, -9.298226e-01, -3.565247e-01, 7.041020e-01, 1.779399e-01, -6.874430e-01
5.610000e+01, -3.133500e-01, -9.020466e-01, -2.968565e-01, 8.375119e-01, -1.175315e-01, -5.336292e-01
5.620000e+01, -5.070967e-01, -8.121608e-01, -2.885269e-01, 8.436652e-01, -4.174994e-01, -3.375252e-01
5.630000e+01, -6.736963e-01, -6.613306e-01, -3.298107e-01, 7.239913e-01, -6.788916e-01, -1.222410e-01
5.640000e+01, -7.733104e-01, -4.801557e-01, -4.140550e-01, 4.943939e-01, -8.656616e-01, 7.876982e-02
5.650000e+01, -7.911077e-01, -2.992340e-01, -5.334863e-01, 1.869496e-01, -9.527334e-01, 2.394763e-01
5.660000e+01, -7.356381e-01, -1.155144e-01, -6.674526e-01, -1.588267e-01, -9.279563e-01, 3.371516e-01
5.670000e+01, -5.991434e-01, 9.643570e-03, -8.005836e-01, -4.889151e-01, -7.950304e-01, 3.590106e-01
5.680000e+01, -4.111305e-01, 7.007414e-02, -9.088792e-01, -7.642460e-01, -5.702484e-01, 3.012388e-01
5.690000e+01, -2.085563e-01, 7.828744e-02, -9.748720e-01, -9.424008e-01, -2.868815e-01, 1.719878e-01
57, -1.646378e-04, 7.814736e-03, -9.999695e-01, -9.998399e-01, 1.519433e-02, -9.451905e-03
5.710000e+01, 1.802374e-01, -1.233660e-01, -9.758562e-01, -9.294117e-01, 2.958119e-01, -2.206563e-01
5.720000e+01, 3.079664e-01, -2.906048e-01, -9.059280e-01, -7.396314e-01, 5.167396e-01, -4.311909e-01
5.730000e+01, 3.508228e-01, -4.788998e-01, -8.047225e-01, -4.581509e-01, 6.456724e-01, -6.109049e-01
5.740000e+01, 3.325777e-01, -6.563618e-01, -6.771862e-01, -1.221825e-01, 6.663556e-01, -7.355554e-01
5.750000e+01, 2.288175e-01, -8.103139e-01, -5.394756e-01, 2.195297e-01, 5.737211e-01, -7.890822e-01
5.760000e+01, 6.517358e-02, -9.038412e-01, -4.228752e-01, 5.224126e-01, 3.827672e-01, -7.619543e-01
5.770000e+01, -1.455173e-01, -9.296122e-01, -3.385941e-01, 7.418719e-01, 1.194635e-01, -6.598140e-01
5.780000e+01, -3.592216e-01, -8.835454e-01, -3.005120e-01, 8.492482e-01, -1.805437e-01, -4.961667e-01
5.790000e+01, -5.435899e-01, -7.838758e-01, -3.000813e-01, 8.292189e-01, -4.759891e-01, -2.929683e-01
58, -6.998809e-01, -6.243451e-01, -3.469293e-01, 6.847683e-01, -7.243841e-01, -7.974979e-02
5.810000e+01, -7.794198e-01, -4.356275e-01, -4.502593e-01, 4.354815e-01, -8.926349e-01, 1.164427e-01
5.820000e+01, -7.868478e-01, -2.530137e-01, -5.628984e-01, 1.168084e-01, -9.569170e-01, 2.658301e-01
5.830000e+01, -7.127648e-01, -9.301260e-02, -6.952086e-01, -2.297965e-01, -9.088314e-01, 3.481652e-01
5.840000e+01, -5.691805e-01, 2.574425e-02, -8.218095e-01, -5.532180e-01, -7.540894e-01, 3.539760e-01
5.850000e+01, -3.697714e-01, 7.347341e-02, -9.262131e-01, -8.091848e-01, -5.163464e-01, 2.803683e-01
5.860000e+01, -1.605919e-01, 5.790486e-02, -9.853209e-01, -9.645677e-01, -2.249003e-01, 1.379459e-01
5.870000e+01, 4.956403e-02, -2.337203e-02, -9.984974e-01, -9.957387e-01, 7.643322e-02, -5.159937e-02
5.880000e+01, 2.129862e-01, -1.511462e-01, -9.652936e-01, -8.987477e-01, 3.489146e-01, -2.655393e-01
5.890000e+01, 3.275310e-01, -3.396316e-01, -8.816881e-01, -6.874623e-01, 5.524429e-01, -4.713835e-01
59, 3.518001e-01, -5.287936e-01, -7.724079e-01, -3.912693e-01, 6.595340e-01, -6.418125e-01
5.910000e+01, 3.133106e-01, -7.034102e-01, -6.380051e-01, -5.051150e-02, 6.560229e-01, -7.530488e-01
5.920000e+01, 1.929735e-01, -8.354088e-01, -5.146391e-01, 2.876253e-01, 5.419944e-01, -7.896289e-01
5.930000e+01, 2.088527e-02, -9.183824e-01, -3.951426e-01, 5.761080e-01, 3.333638e-01, -7.463030e-01
5.940000e+01, -1.842199e-01, -9.285018e-01, -3.224087e-01, 7.737985e-01, 5.906109e-02, -6.306724e-01
5.950000e+01, -3.913635e-01, -8.742894e-01, -2.871456e-01, 8.554185e-01, -2.438814e-01, -4.569257e-01
5.960000e+01, -5.803931e-01, -7.563451e-01, -3.018043e-01, 8.094380e-01, -5.320469e-01, -2.484676e-01
5.970000e+01, -7.233544e-01, -5.879411e-01, -3.620547e-01, 6.409498e-01, -7.667449e-01, -3.585431e-02
5.980000e+01, -7.811059e-01, -4.107763e-01, -4.702514e-01, 3.736849e-01, -9.150099e-01, 1.520411e-01
5.990000e+01, -7.771231e-01, -2.145631e-01, -5.916438e-01, 4.510901e-02, -9.563992e-01, 2.885579e-01
60, -6.863151e-01, -6.409854e-02, -7.244743e-01, -3.005034e-01, -8.847307e-01, 3.562995e-01
